"nature","section","section2","section3","comite"
"MCF","26","","","Membres intérieurs

Jean-David Benamou
Emeric Bouin
Jean Dolbeault (président)
Mathieu Lewin
Pierre Lissy
Daniela Tonon


Membres extérieurs

Anne-Sophie Bonnet-BenDhia
Frédérique Charles
Anne-Laure Dalibard
Anne-Sophie de Suzzoni
Gabriel Peyré
Paul Vigneaux
"
"MCF","26","70","","Durand Guerrier Viviane
Bronner Alain
Chesnais Aurélie
Wozniak Floriane
Guedj Muriel
Roditi Eric
Vandebrouck Fabrice
Chaachoua Hamid
Butlen Denis
Masselot Pascale
Sabra Hussein
Margolinas Claire"
"MCF","27","","","Membres internes :
Patricia Gaitan (PR)
Marc Daniel (PR)
Edouard Thiel (PR)
Ricardo Uribe Lobello (MCF)
Vincent Risch (MCF)
Noël Novelli (MCF)

Membres externes : 
Loïc Barthe (PR)
Stefanie Hahmann (PR)
Jean-Philippe Pernot (PR)
Céline Roudet (MCF)
Julie Digne (CR)
Stéphanie Prevost (MCF)"
"MCF","27","","","Membres internes :
Corine Cauvet (PR)
Laure Berti-Equille (PR)
Pierre Granier (PR)
Noel Novelli (MCF)
Jeremie Chalopin (CR)
Jean Caussanel (MCF)

Membres externes : 
Chantal Soulé-Dupuy (PR)
Christophe Claramunt (PR)
Samira Si Said Cherfi (PR)
Cécile Favre (MCF)
Marlène Villanova-Oliver (MCF)
Virginie Thion (MCF)"
"MCF","25","","","comité trouvé sur
http://www.u-psud.fr/fr/concours/enseignants/enseignants_chercheurs.html#MCF

Olivier BENOIST
Elisabeth BOUSCAREN
Christophe BREUIL
Antoine CHAMBERT_LOIR
Gaëtan CHENEVIER
Anne DE ROTON
Banafsheh FARANG_HARIRI
Philippe GILLE
Mathilde HERBLOT
Anne MOREAU
Nicolas RATAZZI
Yue Tony YU"
"MCF","27","","","internes

salinesi camille
souveyet carine
le grand benedicte
mazo pena raul
deneckere rebecca
diaz daniel

externes

cauvet corrine
mrissa michael
bendraou reda
front agnes
assar said
aligui faten"
"MCF","27","","","* Membres locaux
- Annick Montanvert
- Romain Vergne
- Stefanie  Hahmann
- Jean-Sébastien Franco
- Elise  Arnaud
- Jakob Verbeek

* Membres extérieurs 
- Luce Morin
- Hyewon Seo
- Tamy Boubekeur
- Julie Digne
- Vincent Lepetit
- David Vanderhaeghe
"
"MCF","27","","","Internes :

Géry Casiez (président)
Maxime Morge (vice-président)
Olivier Colot
Laurent Cordonnier
Virginie Delsart
Marie-Eléonore Kessaci
Laorent Noé
Hayfa Zgaya

Extérieurs :

Sarah Cohen-Boulakia (Université Paris-Sud)
Aziz Moukrim (Université Technologique de Compiègne)
Nicolas Jozefowiez (Université de Lorraine)
Marta Rukoz (Université Paris 10 Nanterre)
Laurent Vercouter (INSA Rouen)
Vincent Lacroix (Université Lyon 1)
Virginie Marion-Poty (Université du Littoral Côte d&#039;Opale)
Nathalie Souf (Université Paul Sabatier Toulouse)"
"MCF","27","","","\N"
"MCF","25","","","profil trouvé sur
http://www.u-psud.fr/fr/concours/enseignants/enseignants_chercheurs.html#MCF

Anna BELIAKOVA
Frédéric BOURGEOIS
Natalia CASTELLANA VILA
Amaury FRESLON
Catherine GILLE
Benjamin HENNION
Ana LECUONA
Patrick MASSOT
Joël RIOU
Olivier SCHIFFMANN
Antoine TOUZE
Christine VESPA
"
"MCF","26","","","
Locaux :

Ducrot François
Duval Béatrice
Garbit Rodolphe
Panloup Fabien
Proïa Frédéric
Vostrikova Lioudmila

Extérieurs :

Bercu Bernard
Boyer  Claire 
Delattre Maud
Krell	Nathalie
Michel Bertrand
Stoltz Gilles"
"PR","27","","","Isabelle Bloch
David Cazier
Raphaelle Chaine
Isabelle Debled Rennesson
Sylvain Lazard
Jean-Francois Mari, président
Jean-Yves Marion
Quentin Merigot
Nicolas Passat
Joelle Thollot
"
"PR","27","","","Membres internes :
* Boubaker DAACHI, PU UP8 / UFR MITSIC / LIASD
* Gilles BERNARD, PU UP8 / UFR MITSIC / LIASD
* Isis TRUCK, PU UP8 / UFR EriTES / CHART
* Myriam LAMOLLE, PU UP8 / IUT Montreuil / LIASD

Membres externes :
* Christophe MARSALA, PU Sorbonne Université / LIP6
* Lynda MOKDAD, PU UPEC / LACL
* Maria RIFQI, PU Assas / LEMMA
* Nazim AGOULMINE, PU Université d&#039;Évry / IBISC
* Pascale LE GALL, PU CentraleSupélec / MICS
* Zineb HABBAS, PU Université de Lorraine / LCOMS

Président : Gilles BERNARD
Vice-présidente : Myriam LAMOLLE"
"PR","26","","","Paris 1:
Bardet, Jean-Marc
Blot, Joël
De Meyer, Bernard
Nazaret, Bruno

Extérieures:
Castell, Fabienne (Université Aix-Marseille)
Estrade, Anne (Université Paris 5)
Merlevède, Florence (Université Marne la Vallée)
Saada, Ellen (CNRS, Université Paris 5)"
"PR","26","","","
Gérard Biau
Cristina Butucea
Antoine Chambaz
Cécile Durot
Romuald Elie
Robert Eymard
Marc Hoffmann
Damien Lamberton
Florence Merlevède
Béatrice de Tilière
"
"PR","26","28","70","Abboud Blanchard Maha
Clerc Pascal
Lallemant Siegfried
Ouvrier-Buffet Cécile
De Hosson Cécile
Maurines Laurence
Vandebrouck Fabrice
Hoppenot Philippe

"
"PR","25","","","B. Andreianov (Tours)
G. Carron (Nantes)
G. Courtois (Jussieu)
A. Duittoz (Tours)
L. Hillairet (Orléans)
E. Humbert (Tours)
C. Lescop (Grenoble)
O. Lisovyi (Tours)
M. Peigné (Tours)
S. Saboureau (Créteil) "
"MCF","26","","","\N"
"PR","25","","","Membres locaux :

Olivier Garet,
Pierrick Gaudry,
Camille Laurent-Gengoux, (Président)
Angela Pasquale,  (Vice-présidente) 
Thomas Stoll.

Membres extérieurs :

Régis de la Bretèche (Paris 7)
Florent Jouve (Bordeaux)
Florian Luca (University of the Witwatersrand, Afrique du Sud)  
Joël Rivat (Marseille)
Julia Wolf (Bristol, UK) "
"PR","26","","","Franck Boyer
Thérèse Collins
Sylvain Durand
Frédéric Lagoutière (président)
Béatrice Laroche
Juliette Leblond
Emmanuel Maître
Sébastien Martin (vice-président)
Corrado Maurini
Magali Ribot
"
"MCF","27","26","","\N"
"MCF","26","","","Présidente : Anne GEGOUT-PETIT
Assesseur : Jean-Michel POGGI
Etienne BIRMELE
Jonathan EL METHNI
Jean-Philippe JAIS
Francois-Xavier JOLLOIS
Christophe BIERNACKI
Sylvie CHEVRET
Christine KERIBIN
Marie-Laure MARTIN-MAGNIETTE
Cathy MAUGIS-RABUSSEAU
Nathalie VIALANEIX"
"PR","26","","","\N"
"PR","25","","","Membres internes: 
1. M. Jacques Ginestié
2. Mme Christine Poplimont
3. M. Alexander Borichev
4. M. El Hassan Youssfi

Membres externes : 
1. M. Yves Martinez-Maure
2. M. Andreas Hartman
3. Mme Brigitte Grugeon-Allys
4. Mme Eva Gallardo Guttierez"
"MCF","25","","","CIOBANU Laura
FARGUES Laurent
LEMAHIEU Ann
MATHEUS Carlos
REES Sarah
SARTI Alessandra

BALLET Stéphane
GRIVAUX Julien
HAïSSINSKY Peter
PALESI Frédéric
PICHON Anne
ROULLEAU Xavier
.
"
"MCF","26","","","Membres intérieurs

Fabrice Bethuel (Président)
Xavier Clayes
François Coulouvrat
Cindy Guichard
Laura Grigori
Yannick Privat

Membres extérieurs

Fatiha Alabau-Boussouira
Raphaël Danchin
Florian de Vuyst
Pierre Lissy
Olga Mula
Nicole Spillane
"
"PR","26","","","Joelle Aden
François Costa
Viviane Durand-Guerrier
Cecile de Hosson (présidente)
Catherine Houdement
Benoit Kloeckner
Eric Roditi
Etienne Sandier

"
"PR","26","","","Membres extérieurs
Karine Beauchard 
Franck Boyer
Florence Hubert
David Lannes
Laure Saint-Raymond

Membres locaux
Dragos Iftimie
Frédéric Lagoutière
Daniel Le Roux
Martine Marion
Simon  Masnou"
"PR","26","","","De Coster, Colette (présidente)                                       
Delot, Thierry
Di Menza, Laurent
Le Guyader, Carole
Paquet, Luc  
Sabariego, Ruth
Troestler, Christophe
Vrancken, Luc
"
"MCF","26","70","","Membres internes :

M. GUES Olivier
Mme BRANDT-POMARES Pascale
Mme DOS REIS ASSUDE Teresa
Mme CHATONEY Marjolaine

M. ZAROUF Rachid
M. HEROLD Jean-François
M. CASTERA Jérémy
Mme MILLION-FAURE Karine


Membres externes :

M. CHAACHOUA Hamid
Mme ORANGE Denise
Mme HERSANT Magali
M. RODITI Éric

Mme Trgalova Jana
M. MODESTE Simon
Mme SAYAC Nathalie
M. URGELLI Benoit"
"MCF","25","","","Davide BARILARI
Adina CIOMAGA
Anne-Sophie de SUZZONI
Sylvain	ERVEDOZA
Isabelle GALLAGHER
Sandrine GRELLIER
Mariana	HARAGUS
Maxime 	HAURAY
Frédéric ROUSSET
Didier SMETS"
"MCF","26","","","Pierre Calka (Rouen)
Nathalie Caouder (Valenciennes)
Camille Coron (Paris Sud)
David Coupier (Valenciennes)
Thierry Delot (Valenciennes)
Nathanaël Enriquez (Paris Sud)
Lucas Gérin (Ecole Polytechnique)
Mylène Maïda (Lille)
Irène Marcovici (Lorraine)
Serge Nicaise (Valenciennes)
Isabelle Turpin (Valenciennes)
Juliette Venel (Valenciennes)"
"MCF","27","","","Christian Attiogbe
Olivier Barais
Vincent Colin
Marie-Agnès Frati-Peraldi
Daniel Hirschkoff
Delia Kesner
Assia Mahboubi
Eric Monfroy
Romain Rouvoy
Charlotte Seidner
Gerson Sunye
Christine Tasson
"
"MCF","27","","","Christian Attiogbe
Olivier Barais
Vincent Colin
Marie-Agnès Frati-Peraldi
Daniel Hirschkoff
Delia Kesner
Assia Mahboubi
Eric Monfroy
Romain Rouvoy
Charlotte Seidner
Gerson Sunye
Christine Tasson 
"
"PR","26","","","C. Chainais
S. Descombes
F. Filbet
P. Haissinsky
F. Hamel
R. Herbin
F. Hubert
V. Perrier"
"PR","26","","","Membres extérieurs

Philippe Besse
Christophe Biernacki
Magali Fromont-Renoir
Chantal Guihenneuc-Jouyaux
Anne Ruiz-Gazen

Membres locaux

Jacques Colinge
Benoîte de Saporta
Jean-Michel Marin
André Mas
Nicolas Molinari
"
"MCF","25","","","Dal&#039;bo Françoise
Benoist Olivier
Tristani Isabelle
Fratila Dragos
Sandon Sheila
Delort Jean-Marc
Livernet Muriel
Roesch Pascale
Dat Jean-François
Georgieva Penka
Ducros Antoine
Minerbe Vincent
Stroh Benoît
Chemla Sophie
Bolley François
Israel Dan
"
"MCF","25","29","","Baseilhac Pascal
Canet Léonie
Chernodub Maxim
Dorey Patrick
Gainutdinov Azat
Gicquaud Romain
Guica Monica
Krajewski Thomas
Lisovyi Oleg
Martin Xavier
Petkovic Aleksandra
Serban Didina
Solodukhin Sergey
Steer Danièle
Volkov Mikhail
Wallon Samuel"
"MCF","25","","","
Michele Bolognesi (président)
Sylvain Brochard
Stefano Morra
Damien Calaque
Jérémie Brieussel
Paul-Emile Paradan

Alessandra Sarti 
Olivier Biquard 
Cinzia Casagrande 
Catherine Meusburger 
Agnès David 
Fanny Kassel "
"PR","25","","","Klingler Bruno
Hernandez David
Gallagher Isabelle
Welschinger Jean-Yves
Bernard Patrick
Manivel Laurent
Dat Jean-François
Mézard Ariane
Klopp Frédéric
Ducros Antoine
Marché Julien
Petrini Michela
"
"MCF","25","26","","Sara Brofferio
Julie Deserti
Benjamin Doerr
François Huveneers
Elise Janvresse
Sergei Kuksin
Raphaël Lefevere (président)
Christian Mauduit
Sandrine Péché
Françoise Pène
Kilian Raschel
Georges Skandalis
Camille Tardif
Cristina Toninelli"
"MCF","25","26","","


Locaux : 

BRUNEAU Laurent 
DEROIN Bertrand (président)
IGNATIOUK Irina
KRIKORIAN Raphaël 
YONG Fang  


Extérieurs : 

ANANTHARAMAN Nalini
ARNAUD Marie-Claude 
BAESENS Claude 
DE SAXCE Nicolas
GABORIAU Damien
MATHEUS SILVA SANTOS Carlos
RAISSY Jasmin 

"
"PR","26","","","Valeria Banica
Julien Barre
Anne-Laure Dalibard
Cedric Deffayet
Thomas Duyckaerts
Isabelle Gallagher
Francois Golse
Jeremie Szeftel
"
"MCF","26","","","\N"
"PR","26","","","Bodineau, Thierry (École Polytechnique)
Chafaï, Djalil (Paris-Dauphine)
Esteban, Maria (Paris-Dauphine)
Miermont, Grégory (ÉNS Lyon)
Olla, Stefano (Paris-Dauphine)
Péché, Sandrine (Paris Diderot)
Rivoirard, Vincent (Paris-Dauphine)
Saada, Ellen (Paris Descartes)
"
"MCF","26","65","","Achaz Guillaume 
Almeida Luis
Berry Hugues
Collin Annabelle
Grec Berenice
Hakim Vincent
Knibbe Carole
Lafontaine Ingrid
Lopez Philippe
Peurichard Diane
Salort Delphine
Vauchelet Nicolas"
"MCF","27","","","Membres externes : 
Nathalie Aubrun (CR, CNRS, LIP)
Amélie Gheerbrant (MC, Univ. Paris Diderot, IRIF)
Emmanuel Jeandel (PR, Univ. Lorraine, LORIA)
Adrien Richard (CR, CNRS, I3S)
Anne Siegel (DR, CNRS, IRISA)
Marc Zeitoun (PR, Univ. Bordeaux, LABRI)

Membres internes : 
Alexandra Bac (MC, Univ. Aix-Marseille, LIS)
Kévin Perrot (MC, Univ. Aix-Marseille, LIS)
Élisabeth Remy (CR, CNRS, I2M) 
Sylvain Sené (PR, Univ. Aix-Marseille, LIS) 
Édouard Thiel (PR, Univ. Aix-Marseille, LIS)
Yann Vaxès (PR, Univ. Aix-Marseille, LIS) 
"
"MCF","26","","","\N"
"PR","25","26","","source: 
http://www.u-psud.fr/fr/concours/enseignants/enseignants_chercheurs.html#CNU

Ekaterina AMERIK
Sylvain ARLOT
Laurent BERGER
Bertrand REMY
Nicolas BURQ
Sylvain CROVISIER
Isabelle GALLAGHER
Bénédicte HAAS
Cyril HOUDAYER
Joël MERKER
Alessandra SARTI
Stéphane SEURET
"
"PR","26","","","Membres externes

Michel LEDOUX (Président)
Eva LÖCHERBACH
Grégory MIERMONT
Lorenzo ZAMBOTTI

Membres internes

Véronique GAYRARD
Yuri GOLUBEV
Pierre Mathieu
Michelle SERGENT
"
"PR","26","","","Membres internes

ABRAHAM Romain
CHAUVEAU Didier
RIBOT Magali
ZANI Marguerite

Membres extérieurs

CLAUSEL Marianne
DESOLNEUX Agnès
FORCADEL Nicolas
HADDOU Mounir
MASNOU Simon"
"MCF","26","","","Locaux :
Christophe BERTHON
Marianne BESSEMOULIN
Anaïs CRESTETTO (vice-présidente)
François JAUBERTEAU
Christoph SORGER (président)

Extérieurs :
Laurent CHUPIN
Annabelle COLLIN
Emmanuel CREUSE
Eric DARRIGRAND
Stéphane DESCOMBES
Cindy GUICHARD
Françoise FOUCHER"
"MCF","26","","","\N"
"MCF","26","",""," "
"PR","26","","","Hervé Cardot, Université de Bourgogne 
Benoite de-Saporta, Université de Montpellier II
Jalal Fadili, Université de Caen 
Erwan Faou, INRIA Bretagne Atlantique &amp; IRMAR
Samuel Herrmann, Université de Bourgogne 
Abderrahim Jourani, Université de Bourgogne 
Christian Klein, Université de Bourgogne 
Véronique Maume-deschamps, Université de Lyon1
Lucy Moser-Jauslin, Université de Bourgogne 
Hasnaa Zidani, ENSTA ParisTech"
"MCF","26","","","CHAVENT	        Marie
COUALLIER	Vincent
FOUCHER	        Yohann
JACQMIN-GADDA	Hélène
MOLINARI	Nicolas
RUIZ-GAZEN	Anne
SAINT-PIERRE	Philippe
THIEBAUT	Rodolphe
TROTTIER	Catherine
ZOHAR	        Sarah
"
"MCF","25","26","","Membres intérieurs

Blanche Buet
Bertrand Maury
Quentin Mérigot (président)
Jean-Marie Mirebeau
Stéphane Nonnenmacher
Julien Sabin


Membres extérieurs

Clément Cancès
Frédérique Charles
Anne-Laure Dalibard
Anne-Sophie de Suzzoni
Valérie Perrier
Grégory Vial
"
"MCF","26","25","","Cédric Bernardin (Pdt)
Léa Blanc-Centi
Georges Comte
Enrica Floris
Bérénice Grec 
François Labourie 
Bruno Marcos
Emmanuel Militon
Pascal Noble 
Fabrice Planchon 
Claire Scheid
Irene Vignon-Clementel 
"
"MCF","26","5","","\N"
"PR","26","","","Internes:

Anantharaman Nalini
Côte Raphaël
Helluy Philippe
Prudhomme Christophe
Rao Bopeng

Externes:

Alabau Fatiha
Bertoluzza Silvia
Perrier Valérie
Salmon Stéphanie
Seguin Nicolas
"
"MCF","25","","","M. Eliahou Shalom
M. Ernst Romuald
M. Foissy Loïc
Mme Frabetti Alessandra
M. Fromentin Jean
M. Hivert Florent
M. Luque Jean-Gabriel
M. Miebach Christian
Mme Pons Viviane
Mme Remm Elisabeth
Mme Rosier Carole
Mme Schwer Sylviane"
"MCF","26","","","Sylvain Delattre
Cécile Durot
Aurélie  Fischer 
Gersende Fort
Stéphane Gaïffas (président)
Aurélien Garivier  
Alexandre Gramfort  
Svetlana Gribkova
Bertrand Michel
Tabea Rebafka
"
"MCF","27","","","&amp;#9827;	Ahmed Bouajjani 
&amp;#9827;	Carole Delporte, Présidente
&amp;#9827;	Yann Régis-Gianas
&amp;#9827;	Mihaela Sighireanu 
&amp;#9827;	Ralf Treinen 
&amp;#9827;	Stefano Zacchiroli 

&amp;#9827;	Maria-Virginia Aponte 
&amp;#9827;	Sylvie Boldo 
&amp;#9827;	Emmanuel Chaillox 
&amp;#9827;	Stéphanie Delaune 
&amp;#9827;	Jérôme Féret 
&amp;#9827;	Pierre Genevès 
&amp;#9827;	Julia Lawall 
&amp;#9827;	Kim Nguyen 
"
"MCF","27","","","Stéphane Boucheron 
Carole Delporte, Présidente
Peter Habermehl 
Frédéric Magniez 
Dominique Poulalhon 
Yann Regis-Gianas 
Cristina Sirangelo

Marthe Bonamy 
Ugo Dal Lago 
Fabien Tarissan 
Alexandra Silva 
Philippe Rigaux 
Nathalie Sznajder 
Benjamin Werner "
"MCF","27","","","\N"
"PR","25","26","","Clotilde FERMANIAN
Isabelle GALLAGHER
Nicolas BURQ
Colin Guillarmou
Benoit Grébert
Xue Ping WANG
Frédéric BERNICOT
Philippe CARMONA (Président)"
"MCF","27","","","Locaux :

David Baelde (ENS Cachan)
Benedikt Bollig (CNRS)
Patricia Bouyer (CNRS, vicec-présidente)
Gilles Dowek (INRIA &amp; ENS Cachan)
Matthias Függer (CNRS)

Extérieurs :

Frédérique Bassino (U. Paris 13, présidente)
Évelyne Contejean (CNRS)
François Fages (INRIA)
Éric Goubault (École Polytechnique)
Mihaela Sighireanu (U. Paris Diderot)
"
"PR","25","","","comité trouvé sur
http://www.uvsq.fr/campagne-de-recrutements-enseignants-chercheurs-2018-325190.kjsp?RH=1305642798209

Brigitte CHAUVIN
Philippe GILLE
Marc HINDRY
Cedric LECOUVEY
Anne MOREAU
Lucie MOSER-JAUSLIN
Wieslawa NIZIOL
Jacques PATARIN
Nicolas PERRIN
Vincent SECHERRE
Michel TSFASMAN
Claire VOISIN
Dimitri ZVONKINE"
"MCF","25","","","Membres externes :

- Karin Baur
- David Chataur
- Corrado de Concini
- Louis Funar
- Kathryn Hess
- Jochen Heinloth
- Penka Georgiva
- Sophie Morier-Genoud
- Marco Robalo
- Maria Chlouveraki
- Charles de Clercq
- Sheila Sandon
- Travis Schleder
- Daniel Juteau

Membres internes :

- Antoine Chambert-Loir
- Muriel Livernet (vice-présidente)
- Emmanuel Letellier (président)
- Eric Vasserot
- Julie Deserti
- Hussein Mortada

https://universite.univ-paris-diderot.fr/file/9391/download?token=RABgMLIU"
"PR","26","","","Yves Achdou
Jean-François Babadjian
Xavier Blanc (président)
Jean-François Chassagneux
Anne-Laure Dalibard
François Jouve
Pauline Lafitte
Claudia Negulescu
Benoît Perthame
Elisabeth Rouy-Mironescu
"
"MCF","27","","","* Mireille Blay, PR, Université de Nice
* Alain Plantec, PR, Université de Brest
* Stéphane Ducasse, DR, Inria Lille
* Sylvain Salvati, PR, Université de Lille (Président)
* Lionel Seinturier, PR, Université de Lille

* Luc Fabresse, Maître-assistant, IMT Lille Douai
* Laure Gonnord, MCF, Université de Lyon
* Kathia Oliveira, MCF, Université de Valenciennes
* Yulin Zhang, MCF, Université d&#039;Amiens
* Damien Pollet, MCF, Université de Lille (Vice président)

Date de la première commission 7 mai
Date de début des auditions 22 mai
Date de fin des auditions 22 mai 
Date de la commission finale 22 mai 
Date du CA 1er juin"
"MCF","25","26","","\N"
"PR","25","","","Boris Adamczewski
Driss Essouabri
Stéphane Gaussent
Frank Wagner


Frédérique Bassino
Wieslawa Niziol 
Amador Martin-Pizarro
Christian Mauduit
Patrice Philippon
Françoise Point
Leila Schneps
"
"PR","26","","","Membres locaux : 

Maume-Deschamps Véronique
Gaussent Stéphane
Garban Christophe
Marteau Clément
Toninelli Fabio

Membres extérieurs : 

Blanke Delphine
Comte Fabienne
Guionnet Alice
de Tilière Béatrice
Bouchet Freddy
Delarue François
Rivoirard Vincent"
"MCF","26","","","Membres intérieurs

Jean-David Benamou
Emeric Bouin
Jean Dolbeault (président)
Mathieu Lewin
Pierre Lissy
Daniela Tonon



Membres extérieurs

Anne-Sophie Bonnet-BenDhia
Frédérique Charles
Anne-Laure Dalibard
Anne-Sophie de Suzzoni
Gabriel Peyré
Paul Vigneaux
"
