nature,section,section2,section3,comite
MCF,26,,,"Université Paris Cité : 
Xavier Blanc (LJLL)
Christophe Hache (LDAR)
Severine Leidwanger (IMJ-PRG)
Fabrice Vandebrouck (LDAR)

Externes :
Céline Constantin (LIRDEF, Université de Montpellier)
Fabien Emprin (Cérep, Université de Reims)
Magali Hersant (CREN, Nantes université)
Cecile Ouvrier-Buffet (LDAR, UPEC)
Joris Mithalal-Le Doze (S2HEP, Université Claude Bernard Lyon 1)
Florence Peteers (LDAR, CY Cergy Paris Université)
"
MCF,26,,,"Christophe Ambroise (Université d&#039;Évry)
Olivier Bouaziz (Université Paris Cité)
Élodie Brunel (Université de Montpellier)
Antoine Chambaz (Université Paris Cité), Vice-Président
Magali Champion (Université Paris Cité)
Étienne Côme (Ifsttar et Université Gustave Eiffel)
Thierry Dumont (Université Paris Nanterre)
Antoine Marchina (Université Paris Cité)
Valérie Monbet (Université de Rennes)
Mathilde Mougeot (ENSIIE, Université Paris-Saclay)
Madalina Olteanu (Université Paris Dauphine-PSL)
Jean-Michel Poggi (Université Paris Cité), Président
"
MCF,26,,,"Anne-Sophie de Suzzoni
Julie Delon
Charles Dapogny
François Jouve
Frédérique Charles
Marjolaine Puel
Michael Goldman
Nicoletta Tchou
Romain Ducasse
Yves Capdeboscq (président)
"
MCF,27,,,\N
PR,25,,,"Membres extérieurs: 

Vincent Blanloeil
Loic Foissy
Sophie Morier-Genoud
Susanna Zimmermann

Membres locaux:

Yael  Frégier
Ahmed Laghribi (vice-pdt)
Pascal Lefèvre (pdt)
Martin Saralegui-Aranguren


Remarque: envoyer les  éventuelles lettres de recommandation à Pascal Lefèvre: pascal.lefevre@univ-artois.fr"
MCF,25,,,"Membre extérieurs :

GENEVOIS Anthony
KALOGHIROS Anne-Sophie
LEFEUVRE Thibault
MOREL Sophie
SENA-DIAS Rosa

Membres locaux :

DRUEL Stéphane (vice-président)
NIEDERKRUGER Klaus
SALEPCI Nermin
SCHRAEN Benjamin (président)
WELSCHINGER Jean-Yves"
MCF,25,,,"Membres locaux :

- Guillaume AUBRUN 
- Alessandra FRABETTI,
- Johannes KELLENDONK,
- Olga KRAVCHENKO,
- Jean-Marie STÉPHAN,
- Fabien VIGNES-TOURNERET.


Membres extérieurs :

- Martin BORDEMANN,
- Alice GUIONNET,
- Frédéric HÉLEIN,
- Cécilia LANCIEN,
- Nadia LARSEN,
- Claude-Alain PILLET."
MCF,25,26,27,"Membres internes:

Yaël Frégier (vice-président)
Fred Hemery
Ahmed Laghribi (président)
Monia Mestiri
Yakoub Salhi


Membres externes:

Séverine Biard
Gabriela Ciuperca
Alessandra Frabetti
Esterina Masiello
Nicolas Wicker

Remarque: Les éventuelles lettres de recommandation doivent être envoyées à Ahmed Laghribi: ahmed.laghribi@univ-artois.fr"
MCF,26,,,"Anne-Sophie de Suzzoni
Julie Delon
Charles Dapogny
François Jouve
Frédérique Charles
Marjolaine Puel
Michael Goldman
Nicoletta Tchou
Romain Ducasse
Yves Capdeboscq (président)"
MCF,25,,,"Membres locaux:
Oriane Blondel
Frédéric Jouhet
Philippe Nadeau (VP)
Jiang Zeng (P)

Membres extérieurs:
Philippe Biane
Alin Bostan
Mireille Bousquet-Mélou
Jehanne Dousse
Anna Frid
Stéphane Gaussent
"
MCF,26,,,"Internes
Brofferio Sara (26 Mathématiques appliquées), Présidente
D&#039;Anglemont de Tassigny Alexandra (87 Sciences biologiques, fondamentales et cliniques)
Deshayes Aurelia (26 Mathématiques appliquées)
Laruelle Sophie (26 Mathématiques appliquées)
Mellouk Abdelhamid (61 Génie informatique, automatique et traitement du signal)
Michel Olivier (27 Informatique), Vice-président
Printems Jacques (26 Mathématiques appliquées)

  
Externes
Chyesson Felix (Mathématiques appliquées)
Coupier David (26 Mathématiques appliquées)
Lagoutière Frédéric (26 Mathématiques appliquées)
Leman Hélène (Mathématiques appliquées)
Lebarbier Emilie (26 Mathématiques appliquées)
Luçon Eric (26 Mathématiques appliquées)
Ribatet Mathieu (26 Mathématiques appliquées)"
MCF,26,,,"Eddie Aamari (ENS Ulm PSL*-CNRS)
Gilles Blanchard (U Paris Saclay/Orsay)
Stephane Boucheron (U Paris-Cité)
Elsa Cazelles  (CNRS Toulouse)
Adina Ciomaga-Ralea (LJLL, U Paris-Cité)
Fabienne Comte (U Paris-Cité)
Simon Coste (U Paris-Cité)
Sylvain Delattre (U Paris-Cité)
Cécile Durot   (U Paris Nanterre)
Pierre Gaillard (INRIA Grenoble)
Ilaria Giulini (U Paris Cité)
Ester Mariucci  (U Paris Saclay/UVSQ)
Catherine Matias  (CNRS Sorbonne Université)
Patricia Reynaud-Bouret (LJAD, U Nice-Cote d&#039;Azur) "
MCF,27,,,"VALARCHER Pierre (président)
COUZINIE Jean Philippe (vice-président)
DELECHELLE Éric
DJOUANI Karim
FONTANELLA Laura
MOKDAD Lynda

DANG Thao
DAVID Claire
DUTOUR Isabelle
LAMIROY Bart
OSMANI Aomar
PATEY Ludovic"
MCF,27,,,"Membres externes : 

BARAS CLEO
BOUCETTA CHERIFA
GANÇARSKI PIERRE
LAMOLLE MYRIAM
MERGHEM-BOULAHIA LEILA
SPIES FRANCOIS
ZANNI-MERK CECILIA

Membres internes :

BLANCHARD FREDERIC
CHALENCON SYLVIA
CUTRONA JEROME
HUSSENET LAURENT
LAMIROY BART

"
MCF,61,,,"Bara Iuliana Gabriela, Université de Strasbourg
Bernard Pauline, Université Paris Sciences &amp; Lettres, Mines Paris
Casadei Giacomo, Centrale Lyon
Garin Federica, INRIA
Jha Mayank, Université de Lorraine
Malti Rachid, Université de Bordeaux
Morarescu Irinel Constantin, Université de Lorraine (Président)
Ponsart Jean-Christophe, Université de Lorraine (Vice-Président)
Stoica Cristina, CentraleSupelec
Yame Joseph-Julien, Université de Lorraine
"
MCF,61,,,"Membres internes :
Thierry Bastogne, PR
Floriane Collin, MCF
El-Hadi Djermoune, PR
Henri-Pierre Lassalle, MCF

Membres externes :
Florent Chatelain, MCF
Frédéric Galland, CR CNRS
Audrey Giremus, PR
Céline Meillier, MCF
Diana Mateus, PR
Su Ruan, PR
"
MCF,61,,,"Mme	GILSON-BAGREL Marion, Université de Lorraine
Mr	DIVOUX Thierry, Université de Lorraine
Mr	GNAEDINGER Eric, Université de Lorraine
Mr	KROMMENACKER Nicolas, Université de Lorraine
Membres externes :
Mme	GUERIN-LASSOUS Isabelle, ENS Lyon
Mme	BOUZEFRANE Samia, CNAM Paris
Mr	VAL Thierry, Toulouse II
Mme	DALCE Réjane, Institut Champollion
Mr	SOUIHI Sami, Université Paris Est Créteil
Mr	VANTROYS Thomas, Université de Lille







"
MCF,27,,,\N
MCF,27,,,"Jean-Marc PIERSON
Sylvie THIEBAUX
Anaëlle WILCZYNSKI
Sylvain BOUVERET
Francois SCHWARZENTRUBER
Nadjet BOURDACHE
Joanne COHEN
Stefano MORETTI"
PR,27,,,"M. CIRSTEA Horatiu
M. JOZEFOWIEZ Nicolas 
Mme BERGER Marie-Odile 
M. COUCEIRO Miguel 
M. SMAILI Kamel 
M. TOUSSAINT Yannick 
M COUTURIER Raphaël 
Mme DUBOIS Catherine 
Mme FREDOUILLE Corinne 
Mme GARCIA ZAPIRAN Begona 
Mme HUGUET Marie-José 
M MOLLI Pascal 
Mme PUPIN Maude 
Mme QUADRI Dominique 
M TALBOT Jean-Marc 
"
MCF,27,,,"M. GIRAU Bernard
M CHAROY François
Mme CHRISMENT Isabelle
Mme BOUDJELOUD Lydia
M ARIDHI Sabeur
M PITTI Alexandre
Mme BRAUD Agnès
M CREMILLEUX Bruno
Mme VULLIEZ Margot
M FONTAINE Mathieu
Mme GIRARD Nathalie
Mme DAILLE Béatrice
"
PR,26,,,"Christophe Berthon (Nantes Université)
Didier Bresch (Université Savoie Mont Blanc)
Chantal Gauthier (Nantes Université) - Présidente
Céline Grandmont (Sorbonne Université &amp; Inria Paris)
Christophe Prud&#039;homme (Université de Strasbourg)
Magali Ribot (Université d’Orléans)
Mazen Saad (Ecole Centrale de Nantes)
Marcela Szopos (Université Paris Cité)
"
MCF,27,,,"Mme Addis Bernardetta
M. Bonfante Guillaume
M. Goaoc Xavier
M. Thomé Emmanuel
Mme Tourret Sophie
M. Derbez Patrick
Mme Encrenaz Tiphene Emmanuelle
Mme Ionica Sorina
M. Levillain Olivier
Mme Loscri Valeria
Mme Potet Marie-Laure
M. Rudametkin Walter"
MCF,27,26,,"Membres externes :
- Frédéric Magniez (DR CNRS, IRIF), président
- Guillaume Charpiat (CR Inria, INRIA Saclay &amp; LISN)
- Benjamin Negrevergne (MCF Université Paris-Dauphine, LAMSADE)
- Adeline Roux-Langlois (DR CNRS, GREYC)
- Anaïs Vergne (MCF Télécom Paris, LTCI)

Membres internes :
- Pierre Senellart (PR ENS, DIENS), vice-président
- Ana Busic (CR Inria, Inria Paris/DIENS)
- Justin Carpentier (CR Inria, Inria Paris/DIENS)
- Bernadette Charron-Bost (DR CNRS, DIENS)
- Marc Pouzet (PR ENS, DIENS)"
MCF,61,,,"Membres internes :
M. DERIGENT William, Université de Lorraine
M. GEORGES Jean-Philippe, Université de Lorraine
Mme LOMBARD Muriel, Université de Lorraine
Mme MARANGÉ Pascale, Université de Lorraine
Membres externes :
Mme CHAABANE Sondes, Université Polytechnique Hauts-De-France
M. ETIENNE Alain, ENSAM
M. MOALLA Nejib, Université Lumière Lyon 2
Mme NOUIRI Maroua, Nantes Université
M. ROSE Bertrand, Université de Strasbourg
M. ZACHAREWICZ Gregory, IMT – École des Mines d’Ales
"
MCF,27,,,"Mme Addis Bernardetta
M. Bonfante Guillaume
M. Goaoc Xavier
M. Thomé Emmanuel
Mme Tourret Sophie
M. Derbez Patrick
Mme Encrenaz Tiphene Emmanuelle
Mme Ionica Sorina
M. Levillain Olivier
Mme Loscri Valeria
Mme Potet Marie-Laure
M. Rudametkin Walter"
MCF,27,,,"Membres internes LORIA :
- Sylvain Lazard (DR Inria), président
- Emmanuel Jeandel (PR UL), vice-président
- Dobrina Boltcheva (MCF UL)
- Véronique Cortier (DR CNRS)
- Thomas Lambert (MCF UL) 

Membres externes :
- Jean-Sébastien Franco (MCF INP Grenoble, LJK)
- Chantal Keller (MCF Université Saclay, LMF)
- Pooran Memari (CF CNRS, LIX)
- Alix Munier (PR Sorbonne Université, LIP6)
- Didier Rémy (DR Inria Paris)
- Stefano Secci (PR CNAM, Cédric)
- Benjamin Smith (CR Inria, LIX)
"
MCF,26,,,\N
MCF,26,,,"Delphine BLANKE
Christophette BLANCHET
Sophie DABO
Clément DOMBRY
Jean-Jil DUCHAMPS
Olivier FOUQUET
Camelia GOGA
Lysiane HARI
Hélène LEMAN
Pascal MOYAL
Madalina OLTEANU
Ulrich RAZAFISON
Pierre RIBEREAU
Bruno SAUSSEREAU"
PR,26,,,\N
PR,27,,,"M. CIRSTEA Horatiu
M. JOZEFOWIEZ Nicolas 
Mme BERGER Marie-Odile 
M. COUCEIRO Miguel 
M. SMAILI Kamel 
M. TOUSSAINT Yannick 
M COUTURIER Raphaël 
Mme DUBOIS Catherine 
Mme FREDOUILLE Corinne 
Mme GARCIA ZAPIRAN Begona 
Mme HUGUET Marie-José 
M MOLLI Pascal 
Mme PUPIN Maude 
Mme QUADRI Dominique 
M TALBOT Jean-Marc 
"
MCF,27,,,\N
MCF,27,,,"Membres externes
- Valérie Viet-Triem Tong (PR Centrale Supelec, IRISA)
- Marie-Laure Potet (PR Grenoble INP, Verimag)
- Sophie Dupuis	(MCF Université de Montpellier, LIRMM)
- Noura Faci (MCF Université Lyon 1, LIRIS)
- Gregory Blanc (MCF Telecom Sud Paris, SAMOVAR)
- Cedric Eicher (MCF INSA Val de Loire, LIFO)

Membres internes
- Daniela Dragomirescu (PR INSA, LAAS-CNRS)
- Garcia Germain (PR INSA, LAAS-CNRS)
- Vincent Migliore (MCF INSA, LAAS-CNRS)
- Pierre Lopez (DR CNRS, LAAS)
- Nicola Accetura (CR CNRS, LAAS)
- Jean-Charles Fabre (PR INP, LAAS-CNRS)
"
MCF,61,,,"Membres externes
- Sylvie Charbonnier (MCF Grenoble INP, GIPSA Lab)
- Madiha Nadri (MCF Université Lyon 1, LAGEP)
- Florentina Nicolau (MCF ENSEA, Quartz)
- Jean-Francois Treguet (MCF INSA Lyon, Ampere)
- Jerome Cieslak (PR Université de Bordeaux, IMS)
- Laurentiu Hetel (DR CNRS, Cristal)

Membres internes
- Audine Subias (PR INSA, LAAS-CNRS)
- Daniela Dragomirescu (PR INSA, LAAS-CNRS)
- Yassine Ariba (MCF INSA, LAAS-CNRS)
- Mohamed Kaâniche(DR CNRS, LAAS)
- Olivier Stasse (DR CNRS, LAAS)
- Viviane Cadenat (MCF Université Toulouse 3 Paul Sabatier, LAAS-CNRS)"
PR,60,26,,\N
PR,25,,,"Membres extérieurs:

Goulnara Arzhantseva
Isabelle Chalendar
Damien Gayet
Marc Herzlich
Pascal Hubert (Vice-président)

Membres intérieurs:

Sorin Dumitrescu
François Gautero
Adam Parusinski
Séverine Rigot (Présidente)

Les lettres de recommandation doivent être déposées en ligne via le formulaire accessible ici https://math.univ-cotedazur.fr/recomm/depot/upload/pr_ana_geo_dyn/"
PR,25,26,,"Coutin Laure (Institut de Mathématiques de Toulouse, Université Paul Sabatier Toulouse 3)
Delarue François (Laboratoire J.A. Dieudonné, Université Côte d&#039;Azur)
Di Bernardino Elena (Laboratoire J.A. Dieudonné, Université Côte d&#039;Azur) 
Jeanjean Louis(Laboratoire de Mathématiques de Besançon, Université de Franche Comté)
Goatin Paola (EP ACUMES, Centre Inria d&#039;Université Côte d&#039;Azur)
Herau Frederic (Laboratoire de Mathématiques Jean Leray, Nantes Université)
Levy Thierry (Laboratoire de Probabilités, Statistique et Modélisation, Sorbonne Université)
Rey Thomas (Laboratoire J.A. Dieudonné, Université Côte d&#039;Azur)
Rhodes Remi (Institut de Mathématiques de Marseille, Aix-Marseille Université)
Rota Nodari Simona (Laboratoire J.A. Dieudonné, Université Côte d&#039;Azur)"
MCF,25,26,,"Extérieurs

Cécile Huneau
Vincent Millot (président)
Annalisa Panati
Galina Perelman  
Romain Petrides
Paul-Marie Samson

Locaux

Jean-Marc Bouclet (vice président)
Yuxin Ge
Xavier Lamy
Judith Vancostenoble


Les lettres de recommandations peuvent être envoyées à Jean-Marc.Bouclet@math.univ-toulouse.fr"
MCF,26,27,,\N
PR,27,,,\N
MCF,25,,,"Composition du comité de sélection :

Membres internes :

Marc-Hubert NICOLE (président);
Bruno ANGLÈS (vice-président);
Floric TAVARES RIBEIRO;
Daniel CARO;
Clément COINE

Membres externes :

Anne-Marie AUBERT;
Christophe BREUIL;
Pascal HARINCK;
Agnès DAVID;
Elisa LORENZO GARCIA

Les lettres de recommandations, le cas échéant, seront envoyées directement au président du comité de sélection à l&#039;adresse courriel : marc-hubert.nicole @ unicaen.fr (sans les espaces)."
MCF,25,26,,"Jürgen Angst,
Jean-Christophe Breton,
Christophe Dupont (président du comité),
Ioana Gavra,
Sébastien Gouëzel,
Nathalie Krell,
Mathias Rousset,
Ismaël Bailleul,
Anne-Laure Basdevant,
Loren Coquille,
Anne Estrade,
Sara Mazzonetto,
Nicolas Petrelis,
Bruno Schapira

"
MCF,25,,,"Membres internes :

Eddy GODELLE (vice-président)
Victoria LEBED 
Denis SIMON 
Shmuel ZELIKSON 


Membres externes :

Stéphanie CUPIT 
François DAHMANI  
Pierre FIMA 
Stéphane LAUNOIS (président) 
Rachel TAILLEFER 
Michela VARAGNOLO


Les lettres de recommandations, le cas échéant, seront envoyées directement au président du comité de sélection à l&#039;adresse courriel : s.launois @ kent.ac.uk (sans les espaces).
"
MCF,27,,,\N
MCF,27,,,"Internes :
BOUZID Maroua
JEANPIERRE Laurent
LEZORAY Olivier
MAKHLOUFI Rachid

Externes :
BANNAY Florence
BUFFET Olivier
DE LIMA Tiago
MATIGNON Laetitia
MORAITIS Pavlos
MORGE Maxime
KACI Souhila
LOURDEAUX Domitile

"
MCF,26,,,"Membres externes:
Maud Delattre
Sébastien Gadat
Sarah Kaakai
Emilie Lebarbier
Jérôme Lelong

Membres internes:
Anna Bonnet
Sylvain Le Corff
Vincent Lemaire, président
Xavier Tannier
Fanny Villers, vice-présidente
"
MCF,26,,,"Olivier Ley,
Jean-Marie Lion (président du comité),
Julien Mathiaud,
Benjamin Boutin,
Fabrice Mahé,
Rozenn Texier-Picard,
Héloise Beaugendre,
Laurent Dumas,
Julien Salomon,
Frédérique Charles,
Anaïs Crestetto,
Hélène Hivert"
MCF,25,26,,"Membres extérieurs:
Romain Abraham
Jérôme Casse
Anna Florio
Elise Janvresse
Patrice Le Calvez (Président)
Anne Vaugon

Membres locaux:
Julien Barral
Isabelle Gaudron-Trouvé
Bénédicte Haas
Emmanuel Roy (Vice-président)
Philippe Souplet
Laurent Tournier

A l&#039;attention des candidats:

Merci de bien vouloir déposer vos lettres de recommandations à travers le lien suivant:
https://cloud.math.univ-paris13.fr/index.php/s/rWa4eoLAKmtpTZk"
MCF,26,,,"Guillin Arnaud,
Azzaoui Nourddine 
Yao Lafourcade Anne Françoise
Djellout Hacene
Bahadoran Christophe
Latouche Pierre

Ben Hamou Anna
Simon Marielle
Donnet Sophie
Zetlaoui Mélanir
Chafai Djalil
Come Etienne"
MCF,26,,,\N
MCF,26,,,"Membres externes :
Marianne Bessemoulin
Franck Boyer
Blanche Buet
Emmanuel Creusé
Marguerite Gisclon
Alain Joye
Pauline Lafitte
Juliette Leblond
Julien Sabin

Membres locaux :
Charlotte Baey (VP)
André De Laire
Olivier Goubet
Simon Lemaire
Ana Matos
Benoit Merlet
Alexis Virelizier (P)"
MCF,25,26,,"








Membres internes :

Walter Aschbacher
Thierry Champion (vice-président)
Gloria Faccanoni 
Reza Pakzad (président)
 

Membres externes:

Renata Bunoiu 
Gisella Croce
Flaviana Iurlano
Paul Pegon
Ludovic Rifford
Étienne Sandier

"
MCF,26,,,"CHAMBOLLE Antonin (président)
GLASS Olivier (vice-président)
BOUIN Emeric
FLORIO Anna
CROCE Gisella
EHRLACHER Virginie
CREPEAU Emmanuelle
DUPUY Mi-Song

Les lettres de recommandation sont à envoyer directement au président du comité de sélection, suffisamment tôt pour que leur contenu puisse être pris en compte par le jury.

(Note: pour des raisons de conflit d&#039;intérêt E. Bouin ne participera pas à la réunion de classement ni aux auditions.) 

"
MCF,26,,,"Locaux

Philippe Berthet (VP)
Cécile Chouquet,
Emmanuelle Claeys
Jean-Michel Loubes 
Adrien Mazoyer, 


Extérieurs

Vincent Brault, 
Céline Helbert, 
Alice Le Brigant
Sana Louhichi (Présidente), 
André Mas,  
Anne-Françoise Yao, 
Pierre Weiss"
MCF,26,,,"Brehier Charles-Edouard
Castell Fabienne
Crouseilles Nicolas
Nouri Anne
Thieullen Michèle (Présidente)

Costa Manon
Delebecque Fanny 
Fehrenbach Jérôme (Vice Président)
Hild Patrick
Le Coz Stefan


Les lettres de recommandations peuvent être postées sur le lien ci-dessous
https://procedures.math.univ-toulouse.fr/recrutements/recommandation/"
MCF,26,,,"--- INTERNES --- 
LOUBERE        Raphaël        
TURPAULT       Turpault       
BEAUGENDRE     Héloise        
MIEUSSENS      Luc            
BARRAL         Nicolas       
BARSUKOW       Wasilij      
COLLIN         Anabelle     
ETCHEGARRAY    Christele    

--- EXTERIEURS ---
MATHIS         Hélène                  
DARBAS         Marion       
SALMON         Stéphanie 
REY            Thomas      
CRESTETTO      Anaïs        
FIORINI        Camilla        
BELME          Anca      
CLAEYS         Xavier    "
MCF,25,,,"Membres internes : 

Mihai DAMIAN
Benjamin ENRIQUEZ (président)
François GUERITAUD
Olivier GUICHARD (vice-président)
Sheila SANDON

Membres externes : 

Bruno DUCHESNE
Federica FANONI
Sonja HOHLOCH
Alessandra IOZZI
Vincent PECASTAING

Membres complémentaires externes : 

Elba GARCIA-FAILDE
Julien MARCHE


Les lettres de recommandation sont à envoyer à Mme P. Igot, igot@unistra.fr avec &quot;poste MCF en Géométrie&quot; dans le sujet du message.
"
MCF,26,,,"Président : 
 Cristina Toninelli 

Autres membres internes : 
 Judith Rousseau  
 Paul Gassiat
 Clement Cosco

Membres externes : 
 Charles Bordenave 
 Pierre Calka
 Florence Merlevede 
 Pierre Monmarche
 Etienne Roquain
 Claire Brécheteau"
MCF,26,,,"Membres internes
Philippe Soulier (président)
Cécile Durot
Nicolas Marie (vice-président)
Mélanie Zetlaoui

Membres externes
Madalina Olteanu
Stéphane Loisel
Laure Sansonnet
Félix Cheysson"
MCF,25,,,"Membres internes :

Anton Ramona
Chemla Sophie
Ducros Antoine
Petri Bram
Petrini Michela
Stroh Benoit

Membres externes :

Ausoni Christian
Claudon Benoit
Crovisier Sylvain
Gomez Aparicio Maria-Paula
Huneau Cécile
Queguiner Mathieu Anne

"
MCF,25,,,"Membres Internes:
Fabien Durand
Aihua Fan
Elise Janvresse
Frederic Paccaut 
Samuel Petite (VP)
Gabriel Vigny (P)

Membres Extérieurs
Mélodie Andrieu
Séverine Biard
Anna Frid
Mélanie Guénais
Thierry de la Rue
Phillippe Thieullen 
"
MCF,26,,,"Membres extérieurs :
Carole Le Guyader 
Jalal Fadili
Aude Rondepierre 
Sandrine Anthoine 
Claire Boyer 
Samuel Vaiter 

Membres locaux :
Jean-François Aujol
Jérémie Bigot
Baudouin Denis de Senneville
Ayse Nur Aslan
Adrien Richou
Yann Traonmilin"
MCF,26,,,"Sébastien Benzekry
Colette De Coster 
Aline Lefebvre
Stéphanie Lohrengel
Carine Lucas
Carole Rosier

Vivien Desveaux
Alberto Farina
Mohammed Guedda
Erwan Hingant
Hervé Le Meur
Paul Vigneaux (président du comité)
"
MCF,27,,,"Internes :
CUISSART Bertrand
DORBEC Paul
LAMOTTE Jean-Luc
LEZORAY Olivier
ZIMMERMANN Albrecht

Externes :
ABADIE Nathalie
ESHKOL-TARAVELLA Iris
IBANESCU Liliana
TROJAHN Cassia
PELLEAU Marie
ZANNI-MERK Cecilia"
MCF,25,,,\N
MCF,27,,,"M. MEPHU NGUIFO ENGELBERT
M. SALVA SEBASTIEN
Mme DURAND ANAIS
M. REY CHRISTOPHE
M. TOUMANI FAROUK
M. FALIH ISSAM
Mme BRINGAY SANDRA
Mme RONCANCIO CLAUDIA
M. ELGHAZEL HAYTHAM
Mme ALILI FAHIMA
Mme ZEITOUNI KARINE
Mme VARGAS-SOLAR GENOVEVA

https://www.uca.fr/medias/fichier/comite-de-selection-mcf_1713336745147-pdf?ID_FICHE=1056545
"
MCF,27,,,\N
MCF,27,,,"Alexandre Guitton
Nancy El Rachkidy
Marie Pailloux
Farouk Toumani
Anaïs Durand
Marine Minier
Olivier Blazy
Andrzej Duda
Grégory Blanc
Maria Cristina Onete


https://www.uca.fr/medias/fichier/comite-de-selection-mcf_1713336745147-pdf?ID_FICHE=1056545"
MCF,27,,,\N
MCF,27,,,"Membres internes : Elisabeth Le Saux Wiederhold, Erwan Bocher, Sabine Letellier Zarshenas
 
Membres externes : Brigitte LE PEVEDIC, François-Xavier Jollois, Marlène Villanova ,Florent Demoraes"
MCF,27,,,"Elise Arnaud
Daniel Augot
Delphine Boucher
Nadia Brauner (Présidente)
Pascal Giorgi
Nicolas Holzschuch
Pierre Karpman
Pascal Lafourcade (Vice-Président)
Virginie Lallemand
Vanessa Vitse
Benjamin Wesolowski

Source: https://emploi.univ-grenoble-alpes.fr/medias/fichier/composition-cos-diffusion_1717492109959-pdf?ID_FICHE=1423163&amp;INLINE=FALSE"
MCF,27,,,"Membres du collège A

- Caroline ESSERT
- Hyewon SEO
- Cédric WEMMERT
- Jens GUSTEDT
- Slim OUNI

Membres du collège B

- Adrien KRÄHENBÜHL
- Florence DENIS
- Marie-Christine COUNILH
- Nicolas PRONOST
- Arnaud GIERSCH"
MCF,27,,,\N
