nature,section,section2,section3,comite
MCF,25,26,,"Rangs A:
Hermine Bierme, 
Sandrine Grellier,
Olivier Guédon, 
Stéphane Jaffard, 
Stéphane Seuret (président)

Rangs B : 
Nicolas Bedaride, 
Julien Brémont, 
Anne De Roton, 
Lingmin Liao, 
Béatrice Vedel (vice-présidente).
"
PR,26,,,"Membres internes : 
Nicolas Fournier 
Irina Kourkova 
Thierry Lévy (Pdt) 
Gilles Pagès 
Grégory Schehr

Membres externes :
Mireille Bossy 
Bénédicte Haas 
Benjamin Jourdain 
Florence Merlevède 
Olivier Raimond"
PR,26,,,\N
MCF,25,,,"Membres internes

Tassadit AMGHAR
Mattia CAFASSO (Vice-Président)
Loïc CHAUMONT
Rodolphe GARBIT
Kilian RASCHEL (Président)
Nicolas RAYMOND

Membres extérieurs

Marie ALBENQUE
Mireille BOUSQUET-MELOU
Véronique GAYRARD
Manuela GIROTTI
Karol KOZLOWSKI
Oleg LISOVYY
"
PR,26,,,"Externes :
Jean-Marc Bardet
Cristina Butucea
Arnaud Guyader
Eva Locherbach
Judith Rousseau

Internes :
Loïc Chaumont
Eric Delabaere
Béatrice Duval
Fabien Panloup
Kilian Raschel

"
MCF,27,,,"Dorbec	Paul
Godelle	Eddy
Lézoray	Olivier
Charrier	Christophe
Jeanpierre	Laurent
Chaouchi	Hakima
Cherrier	Estelle
Othmani	Alice
Bouzefrane	Samia
Khoukhi	Lyes
Lorenz	Pascal
Bouabdallah	Abdelmadjid
Nguyen	Thi-Mai-Trang
Hoteit	Sahar
Omar	Mawloud
Puteaux	Pauline
"
PR,25,,,\N
PR,26,,,"Membres internes : 
Ismaël Castillo (Pdt) 
Catherine Matias 
Olivier Lopez 
Matthieu Cord 
Olivier Wintenberger

Membres externes :
Sylvain Arlot 
Clémentine Prieur 
Véronique Maume-Deschamps 
Jean-Michel Marin 
Cécile Durot

"
MCF,25,,,"Membres locaux:

Nagel Johannes
Moser-Jauslin Lucy
Cénac-Guesdon Peggy
Corbin Lucie

Membres extérieurs:

Barbot Thierry
Mercat Christian
Frabetti Alessandra
Meilhan Jean-Baptiste
"
MCF,25,,,\N
MCF,27,,,"Nathalie Aubrun
Marie-Pierre Béal
Madalena Chaves
Elisabetta De Maria
Bruno Durand
Catherine Faron
Enrico Formenti
Nicolas Ollinger
Christophe Papazian
Adrien Richard
Véronique Terrier
Pascal Vanier"
PR,26,,,"Hélène Barucq
Sylvie Benzoni-Gavage
François Bouchut
Emmanuel Creusé
Daniele Di Pietro
Raphaèle Herbin
Matthieu Hillairet (Président)
David Lannes
Evelyne Miot
Martin Vorahlik"
MCF,27,,,"Marie-Pierre BEAL     UGE        F  PR
Venceslas BIRI        MLV        H  PR
Tristan CAZENAVE      Dauphine   H  PR
Sylvain LAGRUE        Compiègne  H  PR
Marie Jeanne LESOT    SU         F  MCF
Micaela MAYERO        SPN        F  MCF
Céline ROUDET         Bourgogne  F  MCF

Anna PAPPA            P8         F  MCF
Jean-Jacques BOURDIN  P8         H  PR
Nicolas JOUANDEAU     P8         H  PR
Pablo RAUZY           P8         H  MCF  [Vice-Président]
Sylvia CHALENÇON      P8         F  MCF  [Présidente] "
PR,25,,,"Externes :
Borot Gaëtan
Frübhis-Krüger Anne
Livernet Muriel 
Moser-Jauslin Lucy
Rousseau Erwan

Internes
Dutertre Nicolas
Mann Etienne
Meersseman Laurent
Powell Geoffrey
Raymond Valérie
"
MCF,27,,,"Internes :

Catalin Dima (PU, président)
Olivier Michel (PU, vice-président)
Elisabeth Pelz (PU)
Daniele Varacca (PU)
Benoît Barbot (Mcf)
Hajar El Karmouni (Mcf)
Laura Fontanella (Mcf)
Frédéric Gava (Mcf)

Externes :

Delia Kesner (PU)
Franck Pommerau (PU)
Sighireanu Mihaela (PU)
Touili Tayssir (DR)
Sergiu Ivanov (Mcf)
Pascal Lafourcade (Mcf)
Nathalie Sznajder (Mcf)
Frank Valencia (CR)
"
MCF,26,,,\N
MCF,26,70,,"Mme CHESNAIS AURELIE
Mme MUNIER VALERIE
M. DJAOUTI DAMIEN
M. MODESTE SIMON
Mme HELIOT CELINE
M. RODITI ERIC
Mme CHAMBRIS CHRISTINE
M. FLUCKIGER CEDRIC
M. EMPRIN FABIEN
Mme RINALDI ANNE MARIE
M. MITHALAL JORIS
Mme HERSANT MAGALI"
MCF,26,27,,\N
MCF,25,26,,"Erwann Aubry
Patrick Bernard
Blanche Bluet
Jean-Baptiste Caillau (président)
Sorin Dumitrescu (vice-président)
Élise Goujard
Alessandra Iozzi
Laurent Moonens
Stéphanie Nivoche
Helena Reis
Ludovic Rifford
Pierre-Damien Thizy"
PR,25,26,,"Emmanuel Grenier
Alice Guionnet
Nicolas Rougerie
Julien Vovelle

François Bolley
Anne de Bouard
Vincent Calvez
Clotilde Fermanian
Raphaèle Herbin
Radu Ignat
Benjamin Schlein

"
MCF,27,,,"Mathilde Bouvel
Patricia Bouyer-Decitre
Raphaëlle Chaine
Philippe Duchon
Rémi Forax
Amélie Gheerbrant
Jean-Christophe Novelli
Vincent Pilaud
Carine Pivoteau
Éric Colin de Verdière
Stéphane Vialette
Vincent Nozick"
MCF,61,,,"Laurent VERMEIREN
Simon ENJALBERT
Sondés CHAABANE
Maroua NOUIRI
Kathia OLIVEIRA
Séverine SPERANDIO-ROBIN
David ANNEBICQUE
Eddy BAJIC
Laurent DUBAR
Marc ZOLGHADRI

"
MCF,61,,,"CARTRAUD	Patrice	Président
FOUCHER 	Françoise	MCF
MARINESCU 	Bogdan	PU
TARALOVA	Ina	MCF
POIRSON	Emilie	PU
OUTBIB	Rachid	PU
CHITOUR	Yacine	PU
CHERKAOUI	Rachid	MCF
DOS SANTOS MARTINS 	Valérie	MCF
DEBUSSCHERE	Vincent	MCF

"
MCF,26,,,"Marianne CLAUSEL (présidente)
Caroline CHAUX (vice-présidente)
Sandrine ANTHOINE
Isabelle BLOCH
Claire BOYER
François-Xavier DUPE
Vincent LOSTANLEN
Lionel MOISAN
Frédéric RICHARD
Bruno TORRESANI
Florence TUPIN
Irène WALDSPURGER
"
MCF,26,,," - Bruno BOUCHARD-DENIZE 
- Judith ROUSSEAU 
- Vianney PERCHET
- Mathieu Rosenbaum, 
- Ying Jiao 
- Guillaume VIGERAL 
- Yating LIU  
- Paul GASSIAT  
- Charlotte DION,  
- Eduardo ABI JABER, "
MCF,26,,,"Sylvain Arlot
Blanche Buet 
Benjamin Graille
Anna Kazeykina
Bertrand Maury
Quentin Mérigot
Rémy Rodiac
Matthieu Léautaud

Didier Bresch
Frédérique Charles
Raphaèle Herbin
Virginie Erlacher
Édouard Oudet
Gaël Raoul
Aline Lefebvre-Lepot
Sébastien Gadat"
MCF,25,,,\N
MCF,25,,,\N
MCF,26,,,"Membres internes

NOM &amp; Prénoms	
Sodaïgui Bouchaïb	Pr (Président)
Massa-Turpin Isabelle	MCF (Vice présidente)
Caouder Nathalie	MCF	
Regnier Virginie	MCF	
Genot Frédéric 		Pr      
	
Membres externes :

NOM &amp; Prénoms		        
Bayad Abdelmejid	MCF     Université Paris-Saclay
Lagnoux Agnès	        MCF	Université Toulouse 2
Dombry Clément	        Pr	Université Franche-Comté, Besançon
Chamroukhi Faïcel	Pr	Université de Caen Normandie
Lopez Olivier		Pr	Sorbonne Université, Paris
"
MCF,26,,,"ASSUDE Teresa
BEFFARA Emmanuel
BOSCH Marianna
BOUHINEAU Denis
CHAMBRIS Christine
CLERC Jérôme
HAUSBERGER Thomas
SANDER Emmanuel
SOURY LAVERGNE Sophie
WOZNIAK Floriane"
PR,26,,,"- Internes
Nabil Kazi-Tani
Antoine Lejay
Pascal Moyal 
Gianluca Pacienza

- Externes

Charles Bordenave
Fabienne Comte
Christa Cuchiero
Catherine Donati-Martin
Elise Janvresse
Jean-Michel Marin
Giovanni Peccati
Christine Thomas-Agnan"
MCF,26,70,,"NECHACHE Assia
PETEERS Florence
BLANCHARD Maha
CHAMBRIS Christine
GRENNIER BOLEY Nicolas
BULF Caroline
GIBEL Partrick
EMPRIN Fabien
MITHALAL Joris
ROLLINDE Emmanuel
COURILLEAU Patrick
GRELLIER Sandrine
BECK Vincent
HOPPENOT Philippe
"
MCF,26,,,"Irène Kaltenmark
Laurent Dumas (Vice-président)
Julien Salomon
Delphine Salort
Marcela Szopos-Hirstoaga 
Cécile Taing 

Emmanuel Audusse
Matthieu Clertant
Bérangère Delourme
Jérôme Le Rousseau
Sébastien Li-Thiao-Té
Nicolas Vauchelet (Président)

"
MCF,27,25,,\N
MCF,25,,,"Composition du comité de sélection :

Internes : 
Pascale ROESCH (PR, présidente)
Eveline LEGENDRE (MCF, vice-présidente)
Charlotte HARDOUIN (MCF)
Sophie JAN  (MCF)
Laurent MANIVEL (DR)
Julio REBELO (PR) 


Externes :
David BURGUET (CR)
Benoit CLAUDON (DR)
Eleonora DI NEZZA (MCF)
Christophe DUPONT (PR)
Gianluca PACIENZA   (PR)
Olga ROMASKEVICH (CR)



Les lettres de recommandations sont à envoyer à la présidente du comité de sélection, Pascale Roesch (roesch&#039;at&#039;math.univ-toulouse.fr).

Par ailleurs, au vu des délais, il est  vivement recommandé aux candidats de signaler rapidement leur candidature à la présidente Pascale Roesch par mail."
MCF,27,,,"* Internes
BANNOUR Fetia
DUBOIS Catherine (Présidente)
FOREST Julien
RIOBOO Renaud
SZAFRANSKI Marie (Vice-présidente)

* Externes
BEZERRA ARANTES Luciana
CARRIBAULT Patrick
CLAUSS Philippe
DESPREZ Frederic
NAMYST Raymond
THOMAS Gaël
ZERTAL Soraya"
MCF,25,,,\N
MCF,26,,,\N
MCF,26,,,\N
PR,26,,,"Membres externes

Jean-François Aujol 
Agnès Desolneux (vice-présidente)
Florence Hubert 
Carole Le Guyader 
Viet Chi Tran 


Membres internes 

Julien Barral 
Marion Darbas (présidente)
Jérôme Le Rousseau 
Nicolas Vauchelet 
Hatem Zaag 
"
PR,26,,,"Membres internes à l&#039;établissement :

Calvez, Vincent
Fougeres, Anne-Laure
Garban, Christophe
Iftimie, Dragos
Mironescu, Petru
Sabot, Christophe
Santambrogio, Filippo
Wagner, Frank

Membres externes à l&#039;établissement :

Bahouri, Hajer
Bossy, Mireille
Brenier, Yann
Chainais, Claire
De Bouard, Anne
Delarue, François
Guionnet, Alice
Toninelli, Christina
Vialard, François-Xavier"
PR,25,26,,"MACRI Emanuele (Président)
CURIEN Nicolas
DJADLI Zindine
GAUTHIER Thomas
GUILLARMOU Colin
JOUVE Florent 
MAIDA Mylène
MERIGOT Quentin
MOREAU Anne 
PACIENZA Gianluca 
REMY Bertrand 
VOISIN Claire"
MCF,26,,,"Externes : 

Marianne Bessemoulin-Chatard
Raluca Eftimie
Sonia Fliss
Ingrid Lacroix-Violet
Martin Parisot
Karim Ramdani

Internes : 

Marcello Bernardara
Franck Boyer
Jean-François Coulombel (vice-président)
Romain Duboscq
Philippe Laurençot (président)
Marie-Hélène Vignal
"
MCF,26,,,"Membres internes :

Delphine David
Clément Foucart
Isabelle Gaudron-Trouvé
Bénédicte Haas (présidente)
Yueyun Hu

Membres externes :

Jean-Marc Bardet (vice-président)
Manon Defosseux
Alain Durmus 
Marc Hoffmann
Marguerite Zani"
MCF,25,,,"membres extérieurs : 
Cédric Bonnafé
Patrick Le Meur
Christine Lescop
Isabelle Liousse 
Anne Lonjou
Luis Paris 

membres locaux :
Julien Bichon 
François Dumas
Michael Heusener (président)
Anne Pichereau
Yves Stalder
Rachel Taillefer (vice présidente)
"
MCF,26,,,"Frédéric Ferraty (Institut de Mathématiques de Toulouse) - Président du Comité de sélection

Valérie Garès (INSA Rennes)

Sébastien Gerchinovitz (détaché à l’Institut de Recherche Technologique St Exupéry, Toulouse)

Romain Guillaume (Institut de Recherche en Informatique de Toulouse)

Armelle Guillou (Institut de Recherche Mathématique Avancée, Strasbourg)

Julie Josse (INRIA Montpellier)

Hachem Kadri (Equipe QARMA - Laboratoire d&#039;Informatique et Systèmes, Marseille)

Ingrid Van Keilegom (Université Louvain – Belgique)

Agnès Lagnoux (Institut de Mathématiques de Toulouse)

Sabine Mercier (Institut de Mathématiques de Toulouse)

Pierre Neuvial (Institut de Mathématiques de Toulouse) - Vice Président du Comité de sélection

Jérôme Saracco (École Nationale Supérieure de Cognitique, institut Polytechnique de  Bordeaux)

Pascal Sarda (Institut de Mathématiques de Toulouse)

Cassia Trojahn Dos Santos (Institut de Recherche en Informatique de Toulouse)"
PR,25,26,,\N
MCF,25,,,"Thierry Barbot
Philippe Bolle
Erwann Delay
Jacques Féjoz
Anna Frid
Barbara Nelli
Thérèse Spriano
Samuel Tapie
Anne Vaugon
Andrea Venturelli"
MCF,25,,,"Membres locaux :
Samuel Boissiere
Frédéric Bosio (président)
Paul Broussous
Enrica Floris
Mark van Leeuwen
Boris Pasquier



Membres externes :
Ramla Abdellatif
Raphaël Beuzart-Plessis
Corinne Blondel
Caroline Gruson
Sophie Morel
Vincent Sécherre"
MCF,25,,,"Membres extérieurs :
* Hermine Biermé 
* Céline Esser 
* Anne de Roton 
* Gilles Lancien 
* Pascal Lefèvre 
* Sylvie Monniaux 

Membres intérieurs
* Véronique Bagland 
* Frédéric Bayart 
* Christoph Kriegler 
* Yanick Heurteaux 
* Laurent Serlet
* Andrzej Stos 

Président du comité : laurent.serlet@uca.fr"
PR,25,,,"1) A.-M. Aubert (Sorbonne Université)

2) S. Boucksom (Ecole Polytechnique)

3) E. Bouscaren (Université Paris Sud)

4) S. Druel (Institut Camille Jordan)

5) B. Leclerc (Université de Caen)  

6) V. Maume-Deschamps (Université Lyon 1)

7) K. Niederkrueger (Université Lyon 1)

8) N. Ressayre (Université Lyon 1)
               
9) J.M. Schlenker (Université du Luxembourg)

10) D. Testerman (EPFL Lauzane)"
MCF,25,,,"Internes :
Magali Ribot (Présidente)
Athanasios Batakis (Vice-président)
Julie Deserti
Dorian Le Peutrec
Matthieu Astorg
Guillaume Havard


Externes :
Thomas Gauthier
Marc Peigné
Pascale Roesch
Maria Paula Gomez Aparicio
Olga Paris Romaskevich
Jérémy Toulisse
"
MCF,25,,,"Membres locaux :

Benoît CADOREL (Vice-président)
Benoît DANIEL
Jean-François GROSJEAN
Auguste HÉBERT
Sergey LYSENKO
Matei TOMA (Président)


Membres externes :

Chiara CAMERE
Stéphanie CUPIT-FOUTOU
Philippe EYSSIDIEUX
Anna LENZHEN
Sophie MOREL
Susanna ZIMMERMANN


Les lettres de recommandation pourront être envoyées à Matei TOMA (matei.toma@univ-lorraine.fr) ou Benoît CADOREL (benoit.cadorel@univ-lorraine.fr). Il est préférable que les lettres soient envoyées directement par leurs auteur·es, plutôt que par les candidat·es."
PR,27,,,"M. Couceiro Miguel
M. Lazard Sylvain
Mme Minier Marine
M. Perrin Olivier
M. Vigneron Laurent
M. Dowek Gilles
M. Estève Yannick
Mme Guillemot Christine
Mme Grigori Daniela
M. Richard Gilles
Mme Sébillot Pascale
Mme Sedes Florence
"
MCF,25,,,"Patrick Massot
François Charles
Nathanaël Enriquez
Caroline Gruson
Christine Huyghe
Benoît Kloeckner 
Samuel Tapie 
Raf Cluckers
Eleonora di Nezza
Enrica Floris 
Élise Goujard  
Benjamin Hennion
Jean Lecureux   
Anne Lonjou   
Daniel Monclair 
Anne Vaugon "
PR,26,,,"Membres externes :

Muriel Boulakia
Jean-François Coulombel
Colette de Coster
Carole Rosier

Membres locaux :

Jean-Paul Chehab (Président)
Alberto Farina (Vice-Président)
Mohammed Guedda
Ivan Marin"
MCF,26,,,"Membres extérieurs :

ALFARO Matthieu
BANICA Valeria
GRUAIS Isabelle
MANCINI Simona
MISCHLER Stéphane (Président)
TCHOU Nicoletta

Membres internes : 

CHAMORRO Diego
CORRIAS Lucilla (Vice-Présidente)
LEMARIÉ- RIEUSSET Pierre-Gilles
MENOZZI Stéphane
"
MCF,61,,,"--- Membres externes
CHERFAOUI Véronique
CHEVALLEREAU Christine
CIESLAK Jérôme
FANTONI Isabelle
KRUSZEWSKI Alexandre
MITTON Nathalie
NAGEOTTE Florent
RABENOROSOA Kanty
SENTOUH Chouki
ZEMITI Cherif Nabil

--- Membres internes 
BAYART Mireille
BRIENNE Jean-Paul
BURLION Nicolas
CATTE Marianne
DHAENENS Clarisse
DIEULOT Jean-Yves"
PR,26,,,"Franck Boyer
Vincent Calvez
Catherine Choquet
Driss Essouabri
Guillaume Hanrot
Florence Hubert
Ingrid Lacroix-Violet
Simon Masnou
Grigory Panassenko
Laetitia Paoli"
MCF,25,,,"Ramla Abdellatif
Pascal Autissier
Christine Bachoc
Pascal Boyer
Sara Checcoli 
Victoria Lebed
Marc-Hubert Nicole
Jérôme Poineau
Floric Tavares Ribeiro
Martin Weimann"
PR,26,,,\N
MCF,26,27,61,\N
MCF,26,,,"Anne-Laure Basdevant
Laure Dumaz
Max Fathi
Nicolas Marie
Olivier Raimond (vice-président)
François Simenhaus
Marie Théret (présidente)
Amandine Véber"
MCF,26,,,"BRUNEL Nicolas
DI GIROLAMI Cristina
JIAO Ying
KEBAIER Ahmed
LABART Céline
LY VATH Vathana (P)
PARK Juhyun
PULIDO NINO Sergio (VP)
SCOTTI Simone
WICKER Nicolas





"
