"nature","section","section2","section3","comite"
"MCF","25","","","Alessia CATTABRIGA
Maria CHLOUVERAKI
François DAHMANI
Amaury FRESLON
Sophie GRIVAUX
Victoria LEBED
Bernard LECLERC
Sophie MORIER-GENOUD
Jérôme POINEAU
Eric RICARD"
"MCF","26","","","EXTERNES :

Zakaria Belhachmi (univ. Haute-Alsace)
Michel Bergmann (Inria Bordeaux Sud Ouest)
Silvia Bertoluzza (CNR-IMATI, Pavia)
Laetitia Giraldi (Inria Sophia Antipolis)
Olga Mula Hernandez (univ. Paris Dauphine)
Stéphanie Salmon (univ. Reims)


INTERNES :

Emmanuel Franck
Philippe Helluy
Myriam Maumy-Bertrand
Laurent Navoret
Yannick Privat
Christophe Prud&#039;homme (président)"
"PR","26","27","","René Aïd
Florence G&#039;sell
Gwenaëlle Nogatchewsky
Fabrice Rossi
Pierre Senellart
Marta Severo
Alexis Tsoukiàs
Nathalie Vialaneix
"
"MCF","27","","","\N"
"PR","25","","","Membres locaux :
- Ana-Maria Castravet ;
- Lucia Di Vizio ;
- Louis Goubin ;
- Nicolas Perrin (président du comité de sélection) ;
- Vincent Sécherre ;
- Dimitri Zvonkine.

Membres extérieurs :
- Karim Belabas ;
- Xavier Caruso ;
- Anne Fruehbis-Krueger ;
- Evelyne Hubert ;
- Marni Mishna ;
- Mohab Safey el Din ;
- Bruno Salvy.

"
"PR","26","","","Membres extérieurs
-Anne-Sophie Bonnet-Bendhia
-Anne de Bouard
-Laurent Dumas
-Raphaèle Herbin
-Florian Méhats
-Christophe Prud’homme

Membres locaux:
-Julien Barral (directeur du Laga)
-Bénédicte Haas
-Olivier Lafitte
-Jérôme Le Rousseau (président du comité)
-Francis Nier (directeur de la MACS)
-Nicolas Vauchelet "
"MCF","25","26","","Clemens BERGER (LJAD, Universite Nice Cote d&#039;Azur)
Claire CHAVAUDRET (IMJ, Paris Sorbonne)
Francois GAUTERO (LJAD, Universite Nice Cote d&#039;Azur - Pdt du CdS)
Henri GUENANCIA (IMT, Universite Paul Sabatier, Toulouse)
Roberta GUEZZI (IMB, Universite de Bourgogne, Dijon)
Marc HERZLICH (IMAG, Universite de Montpellier)
Maxime INGREMEAU (LJAD, Universite Nice Cote d&#039;Azur)
Stephanie NIVOCHE (LJAD, Universite Nice Cote d&#039;Azur)
Adam PARUSINSKI (LJAD, Universite Nice Cote d&#039;Azur)
Anne PICHON (IMM, Universite Aix-Marseille)
Wolfgang PITSCH (Universite Autonome de Barcelone)
Sarah REES (Universite de Newcastle) "
"MCF","26","","","Membres internes

Jean-Michel Poggi (Vice-Président)
Jean-Philippe Jais
François-Xavier Jollois
Pierre Latouche
Vittorio Perduca

Membres externes

Anne Gegout-Petit (Présidente)
Christophe Biernacki
Etienne Côme
Christine Keribin
Marie-Laure Martin-Magniette
Cathy Maugis-Rabusseau
Mathilde Mougeot"
"PR","26","","","\N"
"MCF","27","","","\N"
"MCF","27","","","Nicolas Anciaux
Andre-Luc Beylot
Selma Boumerdassi
Tijani Chahed
Estelle Cherrier
Catherine Dubois
Salah Eddine El Ayoubi
Julien Forest
Maryline Laurent
Anne-Laure Ligozat
Sergio Pulido
Renaud Rioboo"
"MCF","26","","","Membres Internes :

ABRAHAM Romain
HABERKORN Thomas
JAMES François
LUCAS Carine
MANCINI Simona
RIBOT Magali


Membres externes

ANDREIANOV Boris
BOUTIN Benjamin
GRANDMONT Céline
LANNES David
PERRIN Charlotte
PEURICHARD Diane"
"MCF","25","","","Guido Carlet
Gwénaël Massuyeau (président)
Lucy Moser-Jauslin
Ronan Terpereau
Michele Triestino
Gioia Vago (vice-présidente) 

Paolo Bellingeri
Camille Horbez 
Christine Lescop
Ana Rechtman
Sarah Rees
Alexis Virelizier

"
"MCF","25","","","Présidente: Nalini Anantharaman

Membres internes :
Yann Bugeaud
Yichao Tian
Viktoria Heu
Robert Laterveer
Nathalie Wach

Membres externes :
Alain Genestier
Ariane Mézard
Tobias Schmidt
Olivier Benoist
Enrica Floris
Alberto Vezzani"
"MCF","27","","","\N"
"MCF","26","","","Marie Albenque
Anna Benhamou
Bastien Fernandez (P)
Agathe Guilloux
Adrien Hardy
Benoit Laslier
Mathieu Merle (VP)
Pascal Moyal
Jamal Najim
Marie Theret

"
"MCF","27","","","\N"
"PR","27","","","  "
"MCF","26","27","","\N"
"MCF","27","","","Isabelle Bloch
Dobrina Boltcheva
Christophe Cerisara
Raphaëlle Chaine
David Coeurjoly
Sabine Coquillart
Sylvain Faisan
Teddy Furon
Sylvain Lazard
Phuc Ngo
Nicolas Passat
Pierre-Frédéric Villard"
"MCF","25","","","Membres externes:

Ramla Abdellatif
Elisa Lorenzo Garcia
Sophie Morel
Simon Riche
Alessandra Sarti
Susanna Zimmermann

Membres internes :

Damian Brotbek (président)
Pierre-Emmanuel Chaput (vice-président)
Lucas Fresse
Sergey Lysenko
Damien Mégy
Alexandre Munnier"
"MCF","26","","","Interne
PR  Cécile Durot (présidente)							
    Emilie Lebarbier (vice-présidente)					
MC  Olivier Collier								
    Cécile Hardouin								
Externe
PR  Stéphane Boucheron 	(LPSM, Paris Diderot)	
    Fabienne Comte 	(MAP5, Paris Descartes)	
MC  Antoine Godichon-Baggioni 	(LPSM, Jussieu)		
    Pierre-Olivier Goffard 	(ISFA, Lyon) 	"
"MCF","26","","","\N"
"MCF","27","","","\N"
"MCF","26","","","Internes à l&#039;établissement

Mme Abboud Blanchard Maha - PR - 26
M. Rollinde De Beaumont Emmanuel - PR - 28
Mme Clement Evelyne - PR - 16
M. Ginouillac Stéphane - MCF - 26
Mme Chambris Christine - MCF - 26
Mme Dehy Raika - MCF - 25

Externes à l&#039;établissement

Mme Ouvrier-Buffet Cécile - PR - 26
M. Kloeckner Benoit - PR - 25
M. Arnoux Pierre - PR - 25 
M. Grenier-Boley Nicolas - MCF - 26
Mme Mangiante Christine - MCF - 26
M. Cabassut Richard - MCF -26
"
"MCF","25","26","","\N"
"PR","27","","","Membres université Paris 13 :
Bassino Frédérique
Charnois Thierry
Petrucci Laure
Rouveirol Céline
Schwer Sylviane
Wolfler-Calvo Roberto

Membres extérieurs :
Baillot Patrick
Bouyer-Decitre Patricia
Duchon Philippe
Leray Philippe
Meunier Frédéric
Preissmann Myriam
Tamine-Lechani Lynda
Vaxès Yann"
"PR","27","","","Jenny Benois-Pineau
Géry Casiez
Benoit Combemale
Florence d&#039;Alché-Buc
Sophie Dupuy-Chessa
Marianne Huchard
Giuseppe Lipari
Lionel Seinturier
Pierre Senellart
Fariza Tahi
Laurent Vercouter

"
"MCF","26","","","Alessandro Zilio
Yves Capdeboscq (président)
Claire Chainais
Marion Darbas
Maya de Buhan
Virginie Ehrlacher
Sonia Fliss
François Jouve
Benoit Merlet
Emmanuel Trélat
"
"PR","27","","","Frédérique Bassino (présidente)
Patricia Bouyer (vice-présidente)
Caroline Fontaine
Serge Haddad
Emmanuel Jeandel
Delia Kesner
Frédéric Lebaron
Claude Marché
Laure Petrucci
Philippe Schnoebelen"
"PR","26","70","","NOM DE LA PRESIDENTE : Ghislaine GUEUDET
NOM DU VICE-PRESIDENT : Jean-Marc LANGE

Membres appartenant à l&#039;établissement
M LANGE Jean-Marc PR 70 Faculté d&#039;Education EA 3749 - LIRDEF
M LEBLANC Serge PR 70 Faculté d&#039;Education EA 3749 - LIRDEF
M TORTERAT Frédéric PR 07 Faculté d&#039;Education EA 3749 - LIRDEF
M WAGNON Sylvain PR 70 Faculté d&#039;Education EA 3749 - LIRDEF
Mme ZOIA Geneviève PR 20 Faculté d&#039;Education UMR 5112 – CEPEL

Membres extérieurs à l&#039;établissement
Mme COULANGE Lalina PR 26 Université de Bordeaux EA 7441 - LAB-E3D
Mme GUEUDET Ghislaine PR 26 Université de Bretagne Occidentale EA 3875 - CREAD
Mme HERSANT Magali PR 70 Université de Nantes EA 2661 - CREN
Mme OUVRIER-BUFFET Cécile PR 26 Université Paris-Est Créteil EA 4434 - LDAR
M RODITI Eric PR 70 Université de Paris EA 4071 - EDA
M VANDEBROUCK Fabrice PR 26 Université de Paris EA 4434 - LDAR"
"PR","25","26","","Sebastien Boucksom
Nicolas Burq
Nicolas Curien
Kathryn Hess
Alessandra Iozzi
Patric Massot
Joel Merker
Laure Saint-Raymond
Olivier Schiffmann (président)
Benoit Stroh

"
"PR","26","","","Mireille Bossy
Yves Denelin
Olivier Gaudoin
Marc Hoffmann
Sonia Jimenez
Adeline Leclercq Samson
Anthony Reveillac
Mathieu Rosenbaum"
"PR","26","25","","Internes :
- Françoise Demengel
- Philippe Gravejat (président)
- Élisabeth Logak (vice-présidente)
- Wei-Min Wang

Externes :
- Nicolas Burq (Université Paris Saclay)
- Isabelle Gallagher (École normale supérieure)
- Stéphane Mischler (Université Paris Dauphine)
- Fabrice Planchon (Sorbonne Université)"
"PR","26","","","Membres locaux :
Stephan de Bièvre
Claire Chainais-Hillairet
Emmanuel Fricain
Benoît Merlet
Antoine Touzé

Membres extérieurs :
Xavier Blanc
Anne de Bouard
Mariana Haragus
Raphaèle Herbin
Grégory Vial"
"MCF","26","","","David Doyen
Pierre-André Zitt
Francis Ribaud
François Vigneron
Marie Postel
Virginie Ehrlacher
François Bouchut (président)
Robert Eymard
Laurent Hauswirth
Raphaèle Herbin
Anne de Bouard
Anne-Laure Dalibard
"
"MCF","26","25","","Denise AREGBA (Bordeaux)
Jeremy BEC (UCA, CNRS)
Remi CATELLIER (UCA)
Guillemette CHAPUISAT (AMU)
Frederique CLEMENT (Inria Paris)
Stephan DE BIEVRE (Lille)
Thierry GOUDON (UCA, Inria), Pdt
Mikaella IACOBELLI (ETZH) 
Simon LABARTHE (INRA)
Chloe MIMEAU (ENSAM Paris)
Sebastian MINJEAUD (UCA, CNRS)
Elisabeth PECOU (UCA)
Francesca RAPETTI (UCA)
Olivier SAUT (Bordeaux, CNRS)

"
"PR","26","","","Organisateur/contact : Arnaud Le Ny (arnaud.le-ny@u-pec.fr, président du CoS)"
"MCF","26","","","\N"
"MCF","26","","","Julie DIGNE
Sylvain DURAND
Bruno GALERNE
Christine GRAFFIGNE
Camille KURTZ
Arthur LECLAIRE
Frencesca MANGIONE
Florence TUPIN"
"MCF","26","","","Alessandro Zilio
Yves Capdeboscq  (président)
Claire Chainais
Marion Darbas
Maya de Buhan
Virginie Ehrlacher
Sonia Fliss
François Jouve
Benoit Merlet
Emmanuel Trélat
"
"MCF","26","","","Extérieurs:
Béatrice De Tilière
Laure Dumaz
Aurélie Fischer
Justin Salez
Camille Tardif
Vincent Rivoirard

Intérieurs:
Camille Coron
Nicolas Curien (Président)
Nathanael Enriquez
Christophe Giraud
Thanh Mai Pham Ngoc
Arvind Singh (Vice-président)
"
"MCF","25","","","Laure Blasco
Daniel Fiorilli
Emanuele Macri
Olivier Schiffmann (Vice-président)
Benjamin Schraen (Président)
Tony Yue Yu

Damian Brotbeck
Philippe Gille
Mathilde Herblot
Christine Huygue
Ariane Mézard
Marusia Rebolledo"
"PR","27","","","Olivier Bournez
Nadia Brauner-Vettier
Gaël Dias
Paul Dorbec
Danièle Gardy
Elise Janvresse
Cyril Nicaud
Nicolas Ollinger
Hélène Touzet
Sophie Tison
Pascal Weil
Bruno Zanuttini"
"MCF","25","","","Membres internes

BORELLO Martino (président)
EHRHARDT Caroline
MESNAGER Sihem
MOKRANE Farid
MORRA Stefano
SCHMID Wolfgang (vice-président)

Membres externes

COUVREUR Alain (École Polytechnique-LIX)
FOUQUET Mireille (Univ. de Paris-Diderot-IMJ)
HANROT Guillaume (ENS Lyon-LIP)
IONICA Sorina (Univ. de Picardie-MIS)
KOHEL David (Univ. Aix-Marseille-IML)
LORENZO-GARCIA Elisa (Univ. de Rennes 1-IRMAR)
MINIER Marine (Univ. de Lorraine-LORIA)
ZEMOR Gilles (Univ. de Bordeaux-IMB)"
"MCF","26","27","","BRINGAY Sandra (présidente)
TROTTIER Catherine 
LAVERGNE Christian
SERVAJEAN Maximilien
LEBRE Sophie

BOUVEYRON Charles
BRUN Armelle 
GHATTAS Bahdi
MARIN Jean-Michel
PAUL Christophe
RANWEZ Sylvie
ROCHE Mathieu


voir ici https://www.univ-montp3.fr/fr/file/41769/download?token=4G7EOgz0"
"MCF","25","","","HÄFNER Dietrich, PR Université Grenoble Alpes, Président
LESCOP Christine, DR CNRS, Vice-présidente
AUDOUX Benjamin, MCF Aix-Marseille Université
DAHMANI François, PR Université Grenoble Alpes
GILLE Catherine, MCF Université de Paris
HEUSENER Michael, PR Université Clermont Auvergne
LECUONA Ana, MCF Université d&#039;Aix-Marseille - University of Glasgow
MEILHAN Jean-Baptiste, MCF Université Grenoble Alpes
PARREAU Anne, MCF Université Grenoble Alpes
REMY Bertrand, PR École polytechnique
VOGTMANN Karen, PR University of Warwick
WILL Pierre, MCF Université Grenoble Alpes

Une demande de mutation prioritaire a été déposée sur ce poste.
Le recrutement suivra le calendrier suivant (prévisionnel à ce jour) :
Transmission de la liste des candidatures : 20/04/2020
Réunion des instances de l&#039;établissement : Entre le 14 mai et le 16 juin
Mise à disposition des dossiers (si la mutation prioritaire n&#039;aboutit pas) : dès le lendemain de la réunion des instances.
Réunions du comité de sélection : entre le 22 juin et le 4 septembre
Réunion des instances de l&#039;établissement : mi-septembre.
Nomination des lauréats : 01/11/2020. "
"PR","26","","","Membres extérieurs

Éric Bonnetier
Clotilde Fermanian
Nicolas Forcadel
Élise Janvresse
Élisabeth Logak

Membres locaux

Pierre Calka (président)
Ionut Danaila (vice-président)
Léo Glangetas
Paul Raynaud de Fitte"
"MCF","26","","","Jean BERARD (IRMA, Univ Strasbourg)
Romain BIARD (LmB, Univ Franche-Comté)
Christophette BLANCHET-SCALLIET (ICJ, Centrale lyon)
Yacouba BOUBACAR MAINASSARA (LmB, Univ Franche-Comté)
Clément DOMBRY (LmB, Univ Franche-Comté), vice-président
Anne-Laure FOUGERES (ICJ, Univ Lyon 1)
Camélia GOGA (LmB, Univ Franche-Comté)
Lysianne HARI (LmB, Univ Franche-Comté)
Gilles LANCIEN (LmB, Univ Franche-Comté), président
Régine MARCHAND (IECL, Univ Lorraine)
Vivian VIALLON (ICJ, Univ Lyon 1)
Olivier WINTENBERGER (LPSM, Sorbonne Univ)"
"PR","26","25","","Membres locaux : 

M. Jean-Baptiste Caillau
M. François Delarue
M. Stéphane Descombes (président)
Mme Patricia Reynaud-Bouret
 
Membres extérieurs : 

Mme Sylvie Benzoni-Gavage
M. David Gérard-Varet
M. Tony Lelièvre
Mme Anne Philippe"
"MCF","25","26","","Nathalie AUBRUN (ENS Lyon)
Fabrizio BIANCHI (Univ. Lille)
Sylvain CROVISIER (Univ. Paris Sud)
Fabien DURAND (Univ. de Picardie Jules Verne)
Ai-hua FAN (Univ. de Picardie Jules Verne)
Anna FRID (Aix Marseille Univ.)  
Sophie GRIVAUX (Univ. Lille)
Elise JANVRESSE (Univ. de Picardie Jules Verne)
Clémence LABROUSSE (Univ. de Picardie Jules Verne)
Frédéric PACCAUT (Univ. de Picardie Jules Verne)
Samuel PETITE (Univ. de Picardie Jules Verne)
Dominique SCHNEIDER (Univ. du Littoral Côte d&#039;Opale)


"
"MCF","25","","","Membres extérieurs : Romuald Ernst, Yulia Kusnetzova, Sophie Grivaux, Florence Lancien, Sylvie Monniaux, Augustin Mouze.


Membres locaux : Sonia Ait Amar, Abdelghani El Mazouni, Ahmed Laghribi, Eric Lefèvre, Pascal Lefèvre (vice-président), Etienne Matheron (président)."
"MCF","26","","","Membres locaux

H. Cardot (président)
S. Herrmann (vice-président)
J-L. Jaramillo
C. Labruère
A. Rousselle
S. Vaiter

Membres extérieurs

R. Bardenet
C. Boyer
S. Dabo
S. Donnet
A. Gramfort
A. Ruiz-Gazen

"
"MCF","25","26","","\N"
"MCF","27","","","\N"
